level_0,index,order,row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0607,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818,NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0607,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818,ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0607,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812,cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0607,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812,bollnum,bollsize,bollasize,bollvol,bollavol,fc0623,fc0627,fc0630,a (3PL),b (3PL),c (3PL),max_cc (3PL),max_growth_rate (3PL),day_at_max_growth_rate (3PL),day1_at_half_max (3PL),day2_at_half_max (3PL),a (4PL),b (4PL),c (4PL),d (4PL),max_cc (4PL),max_growth_rate (4PL),day_at_max_growth_rate (4PL),day1_at_half_max (4PL),day2_at_half_max (4PL),alpha (4PR),beta (4PR),k (4PR),m (4PR),max_cc (4PR),max_growth_rate (4PR),day_at_max_growth_rate (4PR),day1_at_half_max (4PR),day2_at_half_max (4PR),a (5PL),b (5PL),c (5PL),d (5PL),g (5PL),max_cc (5PL),max_growth_rate (5PL),day_at_max_growth_rate (5PL),day1_at_half_max (5PL),day2_at_half_max (5PL)
364,365,366,6,28,207,1,1,28,PHY333,Commercial,No,2,55,PHY333,Commercial,0.01386748474972692,-0.005149,-0.005489,-0.002122,-0.006925,0.006504,0.022726,0.03402,0.070723,0.046224,0.082041,0.256895,0.300165,0.395015,0.445167,0.441872,0.412055,0.483135,0.407908,0.396724,0.361579,0.411954,0.401785,0.381297,0.348326,0.270912,0.19639,-0.017732,-0.047509,0.184736,0.203054,0.258119,0.299415,0.326843,0.322572,0.506975,0.63343,0.636573,0.550281,0.650705,0.569066,0.567331,0.529836,0.471606,0.527781,0.579931,0.429817,0.391085,0.134231,0.0,0.0,0.0,0.04016,0.111586,0.142102,0.232548,0.329254,0.420742,0.487332,0.68389,0.868158,1.020686,1.10825,1.202672,1.302014,1.272,1.246774,1.273982,1.204149,1.246297,1.245965,1.213039,1.250983,1.159967,0.33747,0.097097,0.0,0.0,0.0,0.002144,0.013436,0.028096,0.053281,0.103382,0.179417,0.191903,0.414873,0.581513,0.640818,0.73879,0.802255,0.804088,0.806885,0.796146,0.827651,0.862975,0.819829,0.808811,0.823605,0.762453,0.722151,0.00262,31.6,342.155891,11.085307,1059.343212,34.576493,0,1,3,92.282003,4.141961,60.558034,92.282003,5.527526,61.0,53.191596,67.921147,-0.744409,13.667911,60.430903,93.1158,93.114832,5.309759,60.0,52.344189,67.913256,93.975697,55.037543,0.150915,0.008836,93.975307,5.17459,58.0,51.297415,67.650275,-0.294427,17.410335,56.826844,94.663431,0.516355,94.634769,5.445034,58.0,52.167633,66.857426
366,367,368,6,29,0,1,1,F,PHY_499,Filler,No,2,57,PHY499,Filler,0.0231124745828782,0.000231,-0.004681,-0.0034,-0.006222,0.020134,0.099954,0.147864,0.226356,0.22434,0.131475,0.329094,0.414209,0.479674,0.513647,0.491451,0.493033,0.520085,0.409918,0.412434,0.375652,0.415664,0.40134,0.402009,0.317186,0.270069,0.183232,-0.023033,-0.042368,0.187307,0.212486,0.255565,0.283407,0.404708,0.400363,0.592966,0.591311,0.607936,0.49832,0.608128,0.534804,0.558037,0.523084,0.460119,0.518087,0.574219,0.430416,0.411775,0.144699,0.0,0.0,0.023259,0.174984,0.306381,0.443764,0.57201,0.593556,0.65921,0.6611,0.880066,1.024793,1.13023,1.255163,1.33469,1.363868,1.300647,1.342114,1.31574,1.256038,1.289066,1.289693,1.32526,1.317294,1.294537,0.171184,0.105179,0.0,0.0,0.000673,0.040664,0.11511,0.192044,0.278955,0.290833,0.361005,0.37504,0.59522,0.74461,0.810155,0.887374,0.944221,0.925596,0.930775,0.923467,0.944918,0.951387,0.934,0.918534,0.954491,0.875986,0.838684,0.002343,42.9,558.597714,13.027095,1863.760925,43.433433,2,0,5,93.932856,6.683782,50.189672,93.932719,3.506221,50.0,38.373465,61.999831,-2.176695,6.936543,49.911882,96.12453,96.047763,3.481099,48.0,36.598043,61.296802,95.69273,0.041945,0.103319,0.000341,95.686587,3.626801,47.0,37.010909,60.756202,0.071414,144.680524,41.641044,100.594531,0.025545,99.456982,7.377427,43.0,41.498668,50.288606
367,368,369,6,30,208,1,1,C,PHY_499,Visual_Check,No,2,58,PHY499,Visual Check,0.0393916958108185,0.000688,-0.000544,-0.003394,0.003069,0.053066,0.141247,0.184743,0.257371,0.206089,0.196709,0.467111,0.465386,0.510637,0.549196,0.488855,0.505263,0.482837,0.409427,0.424218,0.371478,0.409271,0.394231,0.402264,0.319113,0.253616,0.174487,-0.024935,-0.05325,0.179117,0.224426,0.278954,0.370087,0.49007,0.474401,0.547583,0.560551,0.554242,0.455119,0.556231,0.505988,0.555662,0.503484,0.453234,0.494502,0.527176,0.401398,0.364033,0.149736,0.0,0.0,0.1485,0.343616,0.442214,0.586077,0.700059,0.799347,0.851184,0.864514,1.051525,1.215469,1.290117,1.384313,1.428654,1.397803,1.354477,1.439453,1.39722,1.332764,1.368243,1.368182,1.416488,1.401175,1.380236,0.192309,0.107434,0.0,0.0,0.021895,0.127503,0.212864,0.296096,0.413118,0.549163,0.603143,0.604017,0.786268,0.944743,1.00801,1.088105,1.12913,1.084713,1.064092,1.051812,1.038714,1.060609,1.043959,1.038846,1.06728,1.000138,0.925483,0.006139,59.5,808.721124,13.519543,2778.381213,46.33266,2,2,11,96.759648,6.009711,46.296112,96.759632,4.013456,46.0,35.661249,56.92611,-0.450465,7.519716,46.055721,97.963379,97.94036,4.073559,44.0,34.722909,55.876535,97.837411,0.050684,0.117567,0.00033,97.836344,4.220268,43.0,34.412128,55.281702,1.30085,17.897866,38.887628,101.31955,0.225663,100.753068,5.318962,42.0,36.633246,50.883129
368,369,370,6,30,208,2,1,C,PHY_499,Visual_Check,No,2,59,PHY499,Visual Check,0.03949218483074406,-0.000476,-0.001196,-0.001587,-0.000821,0.053758,0.144143,0.195556,0.263165,0.206853,0.208736,0.461263,0.501896,0.544935,0.561846,0.496272,0.527849,0.489013,0.432929,0.375757,0.394513,0.423894,0.411574,0.401785,0.334503,0.253846,0.173625,-0.029716,-0.055324,0.183358,0.217068,0.293293,0.395254,0.502668,0.463562,0.548532,0.543763,0.549763,0.455497,0.550175,0.498365,0.543153,0.497247,0.456149,0.494985,0.522083,0.377758,0.355189,0.142482,0.0,0.0,0.152321,0.353776,0.451952,0.596743,0.679678,0.770737,0.828271,0.858573,1.048168,1.197514,1.283581,1.375814,1.434342,1.408688,1.393565,1.506163,1.382638,1.34775,1.372726,1.36443,1.404548,1.405356,1.391072,0.075272,0.104604,0.0,0.0,0.020738,0.141394,0.212268,0.300601,0.395443,0.543328,0.623551,0.653547,0.793878,0.949484,1.010152,1.08875,1.131918,1.087672,1.084203,1.051386,1.069899,1.081888,1.064724,1.058181,1.088634,1.018954,0.939825,0.003918,55.3,749.138031,13.555258,2559.415429,46.340125,0,2,12,97.510662,6.500196,47.274751,97.5106,3.741257,47.0,35.78045,58.768848,-0.749361,7.089254,46.964702,98.896386,98.853191,3.828079,45.0,34.707796,57.486792,98.689431,0.018692,0.1083,0.000169,98.686585,3.91827,43.0,34.355378,57.016836,0.556196,12.509384,40.250387,101.731084,0.333975,101.177256,4.578046,43.0,36.234131,53.666184
369,370,371,6,31,209,1,1,23,5241,Stelly,No,2,60,5241,Stelly,0.024217853802059337,-0.000371,-0.001332,-1.6e-05,0.003107,0.067264,0.149183,0.185188,0.246356,0.205013,0.204349,0.438747,0.453142,0.513825,0.532783,0.469557,0.529708,0.488855,0.440734,0.404163,0.438049,0.446068,0.449027,0.44211,0.364366,0.305244,0.212822,-0.028421,-0.032697,0.193439,0.19178,0.261954,0.377905,0.510806,0.469129,0.523796,0.511937,0.544038,0.452523,0.550294,0.492316,0.529501,0.487969,0.430244,0.49782,0.547043,0.41963,0.392852,0.149164,0.0,0.0,0.146358,0.334757,0.45453,0.592261,0.67412,0.759614,0.804685,0.836438,1.007762,1.13744,1.239608,1.317506,1.37357,1.330717,1.339137,1.405428,1.395117,1.333175,1.380088,1.366905,1.404971,1.400874,1.354539,0.14474,0.107439,0.0,0.0,0.027941,0.13285,0.213131,0.303381,0.412425,0.539655,0.605475,0.630847,0.765458,0.9014,0.962305,1.03756,1.085084,1.040066,1.058814,1.047331,1.077767,1.086143,1.067974,1.063483,1.075275,1.037421,0.96307,0.009165,57.1,607.549591,10.69312,1851.798388,32.669815,1,1,3,99.171069,6.906776,46.733104,99.170934,3.582041,47.0,34.522597,58.9386,0.575675,6.761696,46.610697,100.572361,100.513469,3.696984,45.0,33.844439,57.488544,100.039188,33.196984,0.111383,0.25059,100.036949,3.64404,44.0,33.16428,57.823962,0.595631,6.803452,46.448655,100.608685,0.982953,100.546242,3.703283,45.0,33.863969,57.441185
370,371,372,6,31,209,2,1,23,5241,Stelly,No,2,61,5241,Stelly,0.026127145180644927,0.002658,-0.000343,-0.001058,0.005335,0.080396,0.145376,0.185965,0.261105,0.204955,0.218845,0.427457,0.445592,0.46985,0.544887,0.477587,0.469688,0.473583,0.433314,0.403038,0.394919,0.42961,0.432545,0.416591,0.341402,0.271749,0.189178,-0.037201,-0.03286,0.179174,0.233224,0.260212,0.415884,0.48299,0.457691,0.508986,0.523994,0.538378,0.444643,0.54151,0.486069,0.512089,0.486965,0.42938,0.501954,0.535694,0.428287,0.376203,0.14433,0.0,0.000283,0.155136,0.361172,0.4753,0.613839,0.70633,0.79703,0.843193,0.887836,1.085844,1.208132,1.301042,1.387959,1.444239,1.421476,1.387861,1.458522,1.442568,1.377872,1.40826,1.397938,1.421686,1.433343,1.428598,0.120133,0.106007,0.0,1e-06,0.025567,0.140948,0.220437,0.32693,0.427056,0.572394,0.626557,0.663798,0.815397,0.956216,1.017654,1.082637,1.138172,1.08702,1.095129,1.082744,1.104986,1.113026,1.08967,1.074749,1.084584,1.041325,0.965712,0.008147,60.9,685.133264,11.268157,2141.584069,35.246895,1,0,4,98.978984,6.445762,46.65026,98.978933,3.828434,47.0,35.248999,58.047927,0.887523,7.304717,46.592298,100.110714,100.078638,3.953881,45.0,34.796654,56.765974,99.613866,101.15795,0.125176,0.384007,99.613223,3.853209,45.0,34.143133,57.306315,0.90403,7.342927,46.467038,100.136914,0.985777,100.103075,3.959844,45.0,34.81226,56.728961
371,372,373,6,32,210,1,1,C,PHY_499,Visual_Check,No,2,62,PHY499,Visual Check,0.03828631659163737,0.005291,-0.00135,0.000796,0.005386,0.054462,0.14256,0.183689,0.251457,0.189448,0.203519,0.425016,0.461033,0.484726,0.554888,0.476191,0.449477,0.471267,0.421066,0.401356,0.369424,0.391417,0.411143,0.350979,0.322473,0.245175,0.183322,-0.039096,-0.052616,0.189847,0.177659,0.244422,0.352316,0.489996,0.474194,0.520629,0.543359,0.553187,0.447943,0.54747,0.494064,0.525604,0.496012,0.43866,0.497135,0.51348,0.381877,0.342804,0.133297,0.0,0.0,0.162542,0.355864,0.468809,0.612009,0.70839,0.817188,0.860654,0.90846,1.117474,1.244592,1.323917,1.405023,1.450623,1.400426,1.39196,1.434421,1.399199,1.347238,1.379417,1.385077,1.381332,1.429649,1.402795,0.09555,0.096769,0.0,0.0,0.023965,0.132112,0.216971,0.285777,0.431171,0.579013,0.642037,0.6793,0.830636,0.978815,1.034802,1.10539,1.150971,1.102202,1.068601,1.043367,1.061439,1.105863,1.066561,1.066277,1.055114,1.008109,0.954157,0.009323,57.0,790.793041,13.979028,2719.305371,48.168492,2,8,7,97.788395,6.646001,47.17008,97.788311,3.670945,47.0,35.420354,58.915348,-0.60214,6.918477,46.876217,99.253843,99.20236,3.755199,45.0,34.337115,57.596732,98.983933,0.01438,0.106081,0.000146,98.980466,3.853296,43.0,33.98489,57.103364,0.720138,12.38907,39.810735,102.4383,0.32108,101.754447,4.487996,43.0,35.841202,53.592722
372,373,374,6,32,210,2,1,C,PHY_499,Visual_Check,No,2,63,PHY499,Visual Check,0.03225697539610393,0.001584,-0.001049,0.001698,0.005206,0.053656,0.144011,0.190797,0.258244,0.180767,0.186674,0.394202,0.428136,0.468271,0.523217,0.477,0.448451,0.467667,0.416174,0.364882,0.364555,0.381095,0.391664,0.356582,0.324602,0.25666,0.185248,-0.038258,-0.041909,0.187349,0.245598,0.281285,0.403347,0.494929,0.454747,0.5164,0.541365,0.553492,0.459058,0.559935,0.502885,0.557128,0.507829,0.437344,0.516626,0.532131,0.390496,0.357327,0.1369,0.0,3.3e-05,0.171915,0.369184,0.4818,0.611829,0.686141,0.788591,0.840076,0.884486,1.080029,1.21428,1.292019,1.357826,1.404491,1.354741,1.344389,1.435232,1.354797,1.322813,1.346516,1.347112,1.351895,1.398601,1.357292,0.108341,0.096323,0.0,0.0,0.025878,0.133236,0.211498,0.297454,0.3866,0.527208,0.582213,0.614421,0.762146,0.898986,0.957138,1.028193,1.073082,1.02923,0.993977,0.978369,1.011042,1.025796,1.006149,0.996112,1.009868,0.955605,0.883543,0.005045,53.1,793.716626,14.747659,2848.782641,52.748197,3,1,13,95.883726,6.628446,46.642308,95.883653,3.606918,47.0,34.922572,58.366328,0.449832,7.079764,46.520298,97.077724,97.038155,3.740928,45.0,34.358862,56.954171,96.942856,0.010541,0.107629,0.000105,96.940078,3.830175,43.0,33.641829,56.427361,1.44156,10.378775,41.134118,98.850464,0.453159,98.543686,4.233728,43.0,35.515422,54.293339
373,374,375,6,33,211,1,1,2,12_BB_2139,Smith,No,2,64,12 BB 2139,Smith,0.03677898129275401,-0.002116,-0.003747,0.002614,0.004067,0.045438,0.128895,0.171188,0.24523,0.172238,0.187171,0.438882,0.456075,0.505883,0.525619,0.504677,0.488575,0.484753,0.454317,0.418621,0.442777,0.443437,0.445862,0.441192,0.403988,0.346335,0.256592,-0.030731,-0.042792,0.192638,0.212601,0.2599,0.345782,0.495554,0.4841,0.522938,0.549887,0.561267,0.450614,0.556154,0.494112,0.533291,0.492228,0.427888,0.514866,0.55166,0.408773,0.403976,0.139688,0.0,0.0,0.156727,0.346061,0.459004,0.570371,0.662316,0.74673,0.792068,0.818798,0.988963,1.132563,1.204969,1.29473,1.34194,1.325061,1.319443,1.421389,1.349815,1.308169,1.330746,1.319821,1.361038,1.344009,1.349069,0.093844,0.097751,0.0,0.0,0.020675,0.119304,0.21471,0.3101,0.398229,0.532278,0.601157,0.601589,0.756033,0.89378,0.950671,1.038408,1.087602,1.047527,1.051034,1.046731,1.06424,1.073157,1.053128,1.042315,1.044918,1.028863,0.951103,0.009066,53.1,676.894097,12.865343,2287.285217,43.72254,0,1,8,96.581117,6.573232,47.691454,96.58104,3.664198,48.0,36.070875,59.316331,-0.844017,6.93955,47.421619,98.232564,98.178477,3.688966,45.0,34.766241,58.251655,97.96131,0.007657,0.105603,7.4e-05,97.957483,3.798316,44.0,34.537896,57.754413,0.832748,15.561003,39.45302,102.683704,0.232516,101.64189,4.691324,43.0,36.744296,53.092879
374,375,376,6,33,211,2,1,2,12_BB_2139,Smith,No,2,65,12 BB 2139,Smith,0.043612234647691914,-0.002694,-0.000994,0.00468,0.004133,0.051514,0.138731,0.178989,0.252779,0.191348,0.216538,0.458504,0.442158,0.510879,0.555533,0.512886,0.495183,0.472488,0.460285,0.40955,0.39837,0.447231,0.436549,0.410581,0.33513,0.318709,0.22909,-0.021012,-0.042363,0.186762,0.21119,0.256286,0.420116,0.476725,0.477265,0.478452,0.532893,0.530179,0.436429,0.538967,0.491095,0.524238,0.49453,0.432021,0.508137,0.532073,0.387622,0.369381,0.138728,0.0,0.001964,0.186613,0.38962,0.496923,0.628394,0.710293,0.80235,0.849916,0.875375,1.045225,1.172187,1.247985,1.334565,1.385098,1.356127,1.327257,1.396251,1.348533,1.304482,1.323092,1.878203,1.338062,1.339712,1.349918,0.12978,0.096535,0.0,3.1e-05,0.031637,0.143367,0.239476,0.338067,0.416244,0.558162,0.623646,0.64355,0.794645,0.919754,0.979978,1.051592,1.101399,1.055533,1.037433,1.021253,1.040794,1.055682,1.018498,1.196115,1.024834,0.978139,0.910489,0.006425,55.0,722.028417,13.218363,2475.041625,45.46992,2,2,4,97.905432,5.5206,46.564413,97.905427,4.414739,47.0,36.783242,56.347339,1.291946,8.658206,46.587746,98.598068,98.590977,4.562797,45.0,36.654054,55.370997,98.437233,208.636333,0.144589,0.331365,98.437133,4.489364,45.0,35.865176,55.536802,1.677259,10.119075,44.15181,99.148388,0.692864,99.118532,4.783767,45.0,37.021776,54.440018
375,376,377,6,34,212,1,1,C,PHY_499,Visual_Check,No,2,66,PHY499,Visual Check,0.0448181028867986,-0.005478,-0.001946,0.003048,0.003339,0.048712,0.140051,0.179097,0.242827,0.186182,0.213765,0.400831,0.396025,0.484399,0.534381,0.491323,0.471701,0.431455,0.417235,0.367885,0.336739,0.364837,0.370112,0.305747,0.248854,0.217155,0.156018,-0.026862,-0.038836,0.190371,0.176645,0.235488,0.371049,0.471651,0.457389,0.449008,0.552368,0.54522,0.429838,0.53915,0.497129,0.534519,0.492127,0.433269,0.489315,0.487087,0.344036,0.301844,0.135146,0.0,0.00278,0.180711,0.36973,0.491299,0.626976,0.735058,0.83382,0.871706,0.914241,1.141248,1.259344,1.320324,1.387695,1.413783,1.344415,1.319636,1.395903,1.343483,1.303645,1.332095,1.973001,1.284743,1.409292,1.321132,0.23861,0.099374,0.0,7e-06,0.029942,0.13351,0.215876,0.273076,0.37349,0.524414,0.572963,0.632055,0.801075,0.943718,1.009052,1.054579,1.099741,1.054234,0.967421,0.958376,1.014122,1.033424,1.001546,1.065522,0.958678,0.936076,0.815586,0.01241,65.6,949.415557,14.649559,3390.23081,52.626687,5,14,27,96.533896,5.662589,46.898623,96.533889,4.250535,47.0,36.881634,56.914428,0.463783,8.29995,46.789541,97.376266,97.365409,4.341622,45.0,36.372878,55.943384,97.213568,91.443147,0.134811,0.228428,97.21332,4.317079,44.0,35.717812,55.947853,0.753565,9.303079,44.76359,97.835337,0.753666,97.802599,4.496417,45.0,36.64819,55.212377
376,377,378,6,34,212,2,1,C,PHY_499,Visual_Check,No,2,67,PHY499,Visual Check,0.024519320861836006,-0.006739,-0.003473,-0.004634,-0.002002,0.023765,0.062107,0.086156,0.139002,0.076834,0.120258,0.257361,0.314692,0.461167,0.483125,0.453316,0.432409,0.428886,0.396929,0.349066,0.346275,0.351686,0.390472,0.306169,0.274051,0.232204,0.182831,-0.019615,-0.033108,0.192212,0.175641,0.227545,0.333207,0.365565,0.388109,0.496806,0.569446,0.580673,0.49773,0.590686,0.539977,0.556145,0.509059,0.447167,0.515533,0.536589,0.400394,0.373556,0.133756,0.0,0.00431,0.090343,0.18782,0.297042,0.391093,0.491168,0.593807,0.651814,0.69132,0.873701,1.009853,1.089773,1.140732,1.19426,1.152618,1.156395,1.208981,1.174576,1.142736,1.154457,1.354115,1.150852,1.20513,1.131021,0.282552,0.095315,0.0,6.4e-05,0.008103,0.041809,0.097482,0.117527,0.178882,0.29112,0.361791,0.359343,0.560745,0.694281,0.767944,0.821746,0.86454,0.843899,0.818349,0.774232,0.821148,0.844989,0.80459,0.812609,0.805503,0.754222,0.70039,0.017461,44.5,582.638745,12.608526,2007.783203,42.975715,1,6,16,91.344184,6.65395,58.164047,91.343768,3.424991,58.0,46.400568,69.923022,-0.299991,8.308832,58.083938,93.199324,93.136814,3.383374,56.0,45.189156,69.41758,93.321546,42.27634,0.104693,0.134552,93.308908,3.364414,55.0,44.431738,69.38746,0.043072,9.710961,54.169604,94.949299,0.632299,94.670554,3.48892,55.0,45.310463,68.32613
377,378,379,7,3,101,1,1,C,PHY_499,Visual_Check,No,1,5,PHY499,Visual Check,0.021906606343771517,-0.004022,-0.011123,-0.015353,-0.002742,0.010389,0.011995,0.039557,0.095675,0.079329,0.043512,0.200478,0.178714,0.325664,0.440408,0.446862,0.467195,0.446245,0.43529,0.355135,0.344029,0.30663,0.333072,0.309557,0.312801,0.236676,0.156912,-0.003232,0.017567,0.222753,0.2678,0.300524,0.352668,0.244442,0.281231,0.528865,0.560317,0.636101,0.537017,0.581249,0.505903,0.59974,0.545046,0.522234,0.570168,0.475421,0.42639,0.412134,0.187945,0.13331,0.003885,0.013442,0.132709,0.176775,0.236975,0.314827,0.364347,0.53698,0.379443,0.638617,0.715331,0.80671,0.938997,1.020269,1.051569,1.022704,1.037568,1.037059,1.003277,1.029247,1.026245,0.969139,1.053768,1.026102,0.432818,0.146456,0.089644,0.000102,0.000173,0.016442,0.032351,0.056431,0.074762,0.096342,0.23202,0.134622,0.274717,0.400925,0.489435,0.595511,0.668716,0.661332,0.637349,0.65197,0.66054,0.694516,0.644739,0.625693,0.581806,0.59628,0.486201,0.013894,40.6,441.992634,10.446584,1394.295434,32.331204,1,1,0,93.198476,6.924205,62.19078,93.197249,3.358482,62.0,49.956667,74.430074,-0.897105,8.580021,61.679367,94.790369,94.706018,3.367645,60.0,48.43609,73.361933,94.734172,44.786047,0.1025,0.114255,94.712416,3.374357,58.0,47.700991,72.957698,-1.631421,6.163415,97.882102,92.500586,11.656002,92.500586,3.157621,64.0,48.642501,76.513692
378,379,380,7,3,101,2,1,C,PHY_499,Visual_Check,No,1,6,PHY499,Visual Check,0.02130367222421817,-0.002915,-0.011938,-0.013017,-0.001057,0.012671,0.027868,0.063,0.117812,0.084023,0.085755,0.271311,0.259471,0.368728,0.469454,0.445167,0.468926,0.462415,0.466177,0.368479,0.335623,0.322835,0.347337,0.292097,0.319664,0.213223,0.126689,-0.03823,-0.02995,0.211217,0.289705,0.286124,0.392852,0.262678,0.312912,0.610289,0.614113,0.632405,0.548784,0.590013,0.523866,0.615783,0.540174,0.529169,0.562251,0.456159,0.419838,0.410853,0.18703,0.132604,0.001885,0.050774,0.192484,0.244737,0.331607,0.366348,0.443244,0.606554,0.48094,0.73172,0.82391,0.927464,1.048577,1.094189,1.120952,1.073663,1.109921,1.100057,1.043513,1.075367,1.069808,0.993388,1.088864,1.031538,0.477292,0.143808,0.084488,2.5e-05,0.003069,0.031096,0.049884,0.085733,0.117852,0.187168,0.317367,0.224282,0.380797,0.529901,0.598582,0.697108,0.738977,0.750242,0.690318,0.706413,0.716695,0.727192,0.667951,0.632525,0.683199,0.634159,0.510517,0.008043,46.2,534.073422,11.451827,1707.36347,36.356867,1,2,2,93.587632,6.959771,59.340236,93.586766,3.35397,59.0,47.039765,71.645485,0.008152,8.358803,59.117928,95.093462,95.022963,3.40017,57.0,46.07532,70.592055,94.126062,1010.378588,0.126633,0.645142,94.123116,3.34351,58.0,46.240829,71.315286,-0.650765,6.614666,71.763241,93.44526,2.788314,93.444856,3.215577,59.0,45.791964,72.630547
379,380,381,7,4,102,1,1,1,10_WE-11,Smith,No,1,7,10 WE-11,Smith,0.03687947031267957,-0.001286,-0.006115,-0.007381,0.003624,0.052646,0.08699,0.138627,0.187735,0.164412,0.159226,0.383545,0.342751,0.46085,0.528849,0.517111,0.525611,0.515885,0.499947,0.423907,0.402897,0.368387,0.409584,0.329219,0.337272,0.204522,0.091268,-0.05318,-0.047232,0.220838,0.285587,0.278146,0.475353,0.339609,0.384092,0.578655,0.614167,0.608623,0.510958,0.528646,0.480105,0.570197,0.524665,0.524898,0.537516,0.397438,0.389309,0.385363,0.183027,0.135656,0.006882,0.149806,0.336158,0.415068,0.517677,0.58169,0.64543,0.795145,0.676927,0.902778,0.966569,1.037026,1.13496,1.182452,1.193738,1.117092,1.177307,1.185457,1.132717,1.141867,1.149377,1.084058,1.180949,1.042346,0.460442,0.142018,0.084689,0.000124,0.020665,0.111942,0.152343,0.205184,0.280655,0.370779,0.522094,0.431281,0.592713,0.713418,0.777256,0.867463,0.909457,0.896887,0.814424,0.84784,0.867745,0.865031,0.823337,0.782308,0.761251,0.737386,0.568417,0.031509,62.9,715.118133,11.506255,2327.493505,37.55575,5,4,2,98.372384,8.136181,51.554172,98.370514,3.016627,52.0,37.178746,65.92791,-0.035966,6.125336,51.50241,100.881096,100.660915,3.077665,49.0,35.926989,64.530094,100.073539,11.448571,0.089566,0.158019,100.047564,3.054838,48.0,35.346429,64.806721,-0.316826,5.609317,55.295188,99.950956,1.359198,99.867387,3.003114,49.0,35.603674,65.352609
380,381,382,7,4,102,2,1,1,10_WE-11,Smith,No,1,8,10 WE-11,Smith,0.028036436559230514,-0.003803,-0.006851,-0.007533,-0.004028,0.026192,0.044453,0.097169,0.147949,0.131427,0.126927,0.379139,0.366841,0.477422,0.520121,0.504917,0.510617,0.497779,0.510599,0.415871,0.404617,0.36752,0.393881,0.299052,0.31182,0.184643,0.06895,-0.057344,-0.049835,0.224518,0.276396,0.270481,0.407126,0.319544,0.358511,0.586458,0.599996,0.5741,0.508205,0.544649,0.466934,0.570063,0.545859,0.522098,0.532809,0.422054,0.379373,0.382037,0.190164,0.129239,0.002569,0.107407,0.251612,0.323391,0.442625,0.484185,0.560949,0.717172,0.643612,0.87751,0.954955,1.027456,1.123742,1.166965,1.13812,1.082148,1.142012,1.133849,1.067393,1.104506,1.109719,1.096618,1.115329,0.999727,0.527319,0.140521,0.078681,1.3e-05,0.008398,0.058664,0.09019,0.138401,0.198157,0.27618,0.439827,0.397616,0.593479,0.665794,0.721064,0.80321,0.846962,0.834469,0.770008,0.759711,0.789704,0.791594,0.744521,0.707693,0.733688,0.638088,0.530455,0.005027,48.4,602.813873,12.532099,2074.865637,43.282534,2,3,4,99.868174,6.298048,55.467129,99.868026,3.950542,55.0,44.319096,66.615756,0.776951,8.777384,55.419303,101.034265,101.004863,4.012979,54.0,43.788291,65.712633,98.744138,8172925.691993,0.256007,2.557086,98.744138,4.304328,58.0,47.225706,66.635831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
